origin,destination,count,cat
ro,se,-50,Neg
ua,it,-50,Neg
us,ir,-50,Neg
br,pt,-51,Neg
fr,ie,-51,Neg
hr,fr,-51,Neg
is,de,-51,Neg
no,tz,-51,Neg
ye,eg,-51,Neg
ye,in,-51,Neg
dk,no,-52,Neg
fi,ch,-52,Neg
gr,no,-52,Neg
tr,nl,-52,Neg
gr,ie,-53,Neg
jo,om,-53,Neg
tn,tr,-53,Neg
ua,au,-53,Neg
ua,ch,-53,Neg
ug,cd,-53,Neg
bg,se,-54,Neg
cr,mx,-54,Neg
gb,cn,-54,Neg
ua,at,-54,Neg
za,ca,-54,Neg
az,de,-55,Neg
eg,tr,-55,Neg
lb,be,-55,Neg
lb,ng,-55,Neg
nl,gb,-55,Neg
hu,lu,-56,Neg
ro,at,-56,Neg
rs,be,-56,Neg
za,na,-56,Neg
at,ie,-57,Neg
gt,mx,-57,Neg
ma,qa,-57,Neg
mt,de,-57,Neg
mt,ae,-57,Neg
au,pg,-58,Neg
es,cl,-58,Neg
sv,mx,-58,Neg
zw,ca,-58,Neg
br,ca,-59,Neg
gb,de,-59,Neg
gb,sa,-59,Neg
ir,tr,-59,Neg
pk,bh,-59,Neg
ua,cn,-59,Neg
ua,cz,-59,Neg
cz,ae,-60,Neg
lu,ae,-60,Neg
pl,nl,-60,Neg
cm,ci,-61,Neg
cm,de,-61,Neg
es,pe,-61,Neg
it,ae,-61,Neg
my,au,-61,Neg
nl,ch,-61,Neg
bg,au,-62,Neg
kw,de,-62,Neg
pt,nl,-62,Neg
bd,my,-63,Neg
br,ie,-63,Neg
lt,nl,-63,Neg
lt,pl,-63,Neg
pl,no,-63,Neg
at,au,-64,Neg
kr,hk,-64,Neg
ni,pa,-64,Neg
tr,ae,-64,Neg
al,in,-65,Neg
es,co,-65,Neg
pt,be,-65,Neg
gr,qa,-66,Neg
no,zw,-66,Neg
pt,ae,-66,Neg
rw,ca,-66,Neg
th,de,-66,Neg
by,it,-67,Neg
gr,dk,-67,Neg
gr,lu,-67,Neg
iq,tr,-67,Neg
kr,ae,-67,Neg
kw,za,-67,Neg
lb,se,-67,Neg
ro,lu,-67,Neg
tn,ch,-67,Neg
ua,ee,-67,Neg
bg,es,-68,Neg
pt,ie,-68,Neg
pt,mz,-68,Neg
qa,au,-68,Neg
si,nl,-68,Neg
au,hk,-69,Neg
ve,de,-69,Neg
iq,de,-70,Neg
kz,ca,-70,Neg
my,ae,-70,Neg
ua,se,-70,Neg
us,ng,-70,Neg
lt,ch,-71,Neg
ua,sk,-71,Neg
do,pa,-72,Neg
it,nl,-72,Neg
jm,tt,-72,Neg
sv,ca,-72,Neg
ua,es,-72,Neg
it,ie,-73,Neg
kw,au,-73,Neg
om,sg,-73,Neg
pl,au,-73,Neg
pl,ae,-73,Neg
us,id,-73,Neg
ve,do,-73,Neg
au,ie,-74,Neg
fi,nl,-74,Neg
fr,ae,-74,Neg
ge,ae,-74,Neg
lb,nl,-74,Neg
eg,au,-75,Neg
gh,ci,-75,Neg
lt,au,-75,Neg
ua,by,-75,Neg
us,gb,-75,Neg
bh,kw,-76,Neg
cn,au,-76,Neg
cn,hk,-76,Neg
ee,se,-76,Neg
hr,se,-76,Neg
ly,tn,-76,Neg
ua,fr,-76,Neg
vn,au,-76,Neg
jo,au,-77,Neg
pt,es,-77,Neg
ro,hu,-77,Neg
ro,es,-77,Neg
rs,qa,-77,Neg
cy,au,-78,Neg
es,ch,-78,Neg
iq,au,-78,Neg
us,za,-78,Neg
tn,ma,-79,Neg
ro,ca,-80,Neg
bd,de,-81,Neg
bg,be,-81,Neg
bg,ch,-81,Neg
bg,tr,-81,Neg
cz,nl,-81,Neg
mt,es,-81,Neg
lv,es,-82,Neg
si,be,-82,Neg
be,ch,-83,Neg
bg,ae,-83,Neg
gr,ca,-83,Neg
hr,ch,-83,Neg
ir,it,-83,Neg
rs,au,-83,Neg
th,au,-83,Neg
de,lu,-84,Neg
my,sa,-84,Neg
be,de,-85,Neg
kr,de,-85,Neg
lk,sa,-85,Neg
tr,cy,-85,Neg
us,br,-85,Neg
bg,fr,-87,Neg
in,de,-87,Neg
nl,be,-87,Neg
np,qa,-87,Neg
ro,dk,-87,Neg
om,sa,-88,Neg
pt,fr,-88,Neg
ve,gb,-89,Neg
rs,fr,-90,Neg
hr,au,-91,Neg
hr,ca,-91,Neg
lv,ch,-91,Neg
si,ch,-91,Neg
bw,zw,-92,Neg
is,no,-92,Neg
it,fr,-93,Neg
zw,na,-93,Neg
rw,tz,-94,Neg
sk,hu,-94,Neg
at,de,-95,Neg
cn,ca,-95,Neg
pa,ec,-95,Neg
pk,qa,-95,Neg
ug,ae,-95,Neg
ci,ml,-96,Neg
hr,no,-96,Neg
hr,ae,-96,Neg
do,ca,-97,Neg
gr,cy,-97,Neg
il,id,-97,Neg
tg,ci,-97,Neg
vn,ca,-97,Neg
ar,cl,-98,Neg
hr,nl,-98,Neg
ie,ca,-98,Neg
ng,hk,-98,Neg
by,lt,-99,Neg
hu,be,-99,Neg
in,qa,-99,Neg
in,sg,-99,Neg
mk,us,-99,Neg
gr,fr,-100,Neg
mu,au,-100,Neg
af,ca,-101,Neg
af,kw,-101,Neg
gr,ae,-101,Neg
by,ae,-102,Neg
et,ae,-102,Neg
bg,at,-103,Neg
bg,in,-103,Neg
bg,ie,-103,Neg
eg,gh,-103,Neg
fr,be,-103,Neg
jp,sg,-103,Neg
jm,gb,-104,Neg
sv,pa,-105,Neg
ae,au,-106,Neg
lv,ee,-106,Neg
md,ua,-106,Neg
ve,uy,-106,Neg
zw,mz,-106,Neg
cd,ca,-107,Neg
hu,br,-107,Neg
ir,dk,-107,Neg
rs,it,-107,Neg
zm,zw,-107,Neg
kr,cn,-108,Neg
ro,be,-108,Neg
sk,au,-108,Neg
ro,ie,-109,Neg
ua,il,-109,Neg
ie,ae,-110,Neg
ug,ke,-110,Neg
ve,cr,-110,Neg
bh,au,-111,Neg
gh,ng,-111,Neg
jo,kw,-111,Neg
my,ir,-111,Neg
nl,de,-111,Neg
tw,sg,-111,Neg
hu,dk,-112,Neg
pk,de,-112,Neg
cz,ch,-113,Neg
bg,nl,-114,Neg
et,ca,-114,Neg
ph,nz,-115,Neg
rs,hu,-115,Neg
rs,se,-115,Neg
bg,dk,-116,Neg
hu,es,-116,Neg
sn,ci,-116,Neg
sn,ga,-116,Neg
ch,ae,-118,Neg
gr,be,-118,Neg
is,es,-118,Neg
it,es,-118,Neg
lb,tr,-119,Neg
lk,sg,-119,Neg
sy,gb,-119,Neg
fr,de,-121,Neg
hr,be,-121,Neg
ua,gb,-121,Neg
rs,nl,-122,Neg
jo,tr,-123,Neg
ro,nl,-123,Neg
uz,us,-123,Neg
pa,cl,-124,Neg
lk,ca,-125,Neg
bh,ca,-126,Neg
gh,ae,-126,Neg
ke,ae,-126,Neg
ua,nl,-127,Neg
es,de,-129,Neg
il,gb,-129,Neg
ps,de,-129,Neg
tn,ae,-129,Neg
by,gb,-130,Neg
by,us,-130,Neg
mg,ca,-130,Neg
tr,de,-130,Neg
hu,ie,-131,Neg
za,nz,-131,Neg
zw,au,-131,Neg
kw,sa,-132,Neg
kz,ae,-132,Neg
rw,ke,-132,Neg
za,ae,-132,Neg
il,de,-133,Neg
se,dk,-133,Neg
sk,gb,-134,Neg
al,ca,-135,Neg
ph,sg,-135,Neg
pl,ng,-136,Neg
ve,us,-136,Neg
in,sa,-139,Neg
iq,sa,-139,Neg
sg,mm,-139,Neg
ci,ca,-140,Neg
cy,ca,-140,Neg
pt,de,-140,Neg
am,fr,-141,Neg
ng,ae,-141,Neg
tg,us,-141,Neg
lt,de,-142,Neg
sg,ca,-142,Neg
vn,kh,-142,Neg
fi,gb,-143,Neg
no,in,-143,Neg
sk,dk,-143,Neg
sn,ca,-144,Neg
bj,be,-145,Neg
bf,ci,-146,Neg
gh,ca,-146,Neg
rs,ch,-147,Neg
pl,in,-149,Neg
ba,tr,-150,Neg
be,gb,-151,Neg
iq,ca,-151,Neg
ly,gb,-151,Neg
th,mm,-152,Neg
fr,ca,-153,Neg
pt,ch,-153,Neg
fi,in,-155,Neg
kr,ca,-155,Neg
sg,nz,-155,Neg
tw,hk,-155,Neg
gb,ae,-156,Neg
np,ae,-156,Neg
af,gb,-157,Neg
cm,ae,-157,Neg
lb,kw,-157,Neg
ma,ae,-157,Neg
no,gh,-158,Neg
bj,sn,-160,Neg
hu,se,-160,Neg
mu,ke,-160,Neg
pl,ch,-160,Neg
hk,sg,-163,Neg
ph,qa,-164,Neg
ro,fr,-165,Neg
tn,sa,-165,Neg
jo,ca,-167,Neg
cy,de,-168,Neg
kr,sg,-168,Neg
lk,nz,-172,Neg
gr,ch,-173,Neg
mu,ae,-173,Neg
ve,pe,-173,Neg
np,us,-174,Neg
lb,au,-176,Neg
sg,id,-176,Neg
eg,de,-178,Neg
sd,qa,-181,Neg
az,ca,-182,Neg
jo,de,-183,Neg
sa,qa,-183,Neg
cy,ae,-185,Neg
hu,nl,-186,Neg
rs,no,-186,Neg
al,gb,-189,Neg
fi,de,-190,Neg
it,de,-191,Neg
kw,ng,-191,Neg
gr,se,-194,Neg
eg,ca,-199,Neg
eg,kw,-199,Neg
ma,ca,-199,Neg
il,ps,-202,Neg
rs,ca,-203,Neg
cu,ca,-204,Neg
in,au,-210,Neg
kw,qa,-210,Neg
ph,au,-210,Neg
qa,ca,-212,Neg
cn,us,-213,Neg
ee,au,-214,Neg
rs,at,-214,Neg
za,au,-214,Neg
sk,de,-216,Neg
fr,lu,-218,Neg
sg,ae,-218,Neg
es,mx,-219,Neg
sk,ch,-219,Neg
hr,gb,-220,Neg
md,it,-220,Neg
bj,ci,-221,Neg
il,ca,-226,Neg
ly,ca,-227,Neg
om,au,-227,Neg
tn,de,-229,Neg
cu,mx,-230,Neg
ua,ae,-231,Neg
uz,tr,-235,Neg
hr,at,-237,Neg
in,ca,-237,Neg
gr,nl,-240,Neg
tn,qa,-240,Neg
in,us,-242,Neg
sy,fr,-244,Neg
cz,de,-248,Neg
zw,ae,-250,Neg
am,ae,-251,Neg
dz,ca,-254,Neg
it,ch,-256,Neg
af,ae,-257,Neg
mk,gb,-258,Neg
ba,rs,-262,Neg
cz,gb,-262,Neg
ie,gb,-262,Neg
lv,gb,-264,Neg
fr,gb,-265,Neg
es,gb,-266,Neg
jm,us,-266,Neg
ly,tr,-269,Neg
ph,sa,-269,Neg
pt,ao,-269,Neg
tg,fr,-271,Neg
tn,ci,-271,Neg
sy,nl,-273,Neg
lb,de,-278,Neg
mk,nl,-278,Neg
mk,ae,-278,Neg
ua,ca,-280,Neg
am,ca,-281,Neg
at,ch,-283,Neg
hu,ch,-283,Neg
pl,de,-290,Neg
ph,ca,-291,Neg
gt,sv,-292,Neg
sy,iq,-295,Neg
sy,lb,-295,Neg
ae,ca,-296,Neg
zw,za,-298,Neg
be,lu,-299,Neg
na,zm,-299,Neg
om,ca,-301,Neg
ro,ae,-305,Neg
sa,ae,-305,Neg
md,fr,-310,Neg
np,ca,-311,Neg
bh,qa,-313,Neg
ht,ca,-316,Neg
by,de,-317,Neg
lv,de,-317,Neg
by,pl,-320,Neg
pk,au,-320,Neg
az,ae,-321,Neg
iq,ir,-322,Neg
ps,jo,-323,Neg
ua,us,-330,Neg
am,us,-331,Neg
ng,ca,-332,Neg
gb,za,-333,Neg
fi,se,-335,Neg
af,iq,-336,Neg
rs,ae,-340,Neg
no,za,-342,Neg
pk,ca,-346,Neg
bd,ca,-357,Neg
jp,cn,-359,Neg
sy,ca,-364,Neg
kr,us,-366,Neg
kw,ca,-375,Neg
tw,us,-376,Neg
gr,de,-377,Neg
si,de,-377,Neg
ve,mx,-377,Neg
ir,au,-380,Neg
al,de,-384,Neg
ye,ae,-385,Neg
dz,fr,-390,Neg
sk,at,-392,Neg
sy,sa,-392,Neg
ua,de,-392,Neg
ly,ae,-395,Neg
fj,nz,-401,Neg
eg,qa,-403,Neg
ba,hr,-405,Neg
ve,ec,-406,Neg
hu,at,-407,Neg
no,ke,-410,Neg
bd,au,-411,Neg
ro,de,-418,Neg
mu,ca,-419,Neg
lu,ch,-425,Neg
ve,ar,-434,Neg
de,ch,-435,Neg
bj,ca,-442,Neg
tn,ca,-445,Neg
si,gb,-446,Neg
cm,ca,-459,Neg
lk,qa,-463,Neg
it,gb,-480,Neg
ro,ir,-499,Neg
bh,sa,-500,Neg
si,at,-514,Neg
rs,de,-519,Neg
az,tr,-520,Neg
md,de,-522,Neg
lb,fr,-523,Neg
ba,at,-524,Neg
mk,de,-529,Neg
lk,ae,-531,Neg
jo,qa,-537,Neg
md,ca,-547,Neg
fr,ch,-569,Neg
lt,gb,-571,Neg
md,us,-571,Neg
lb,ca,-592,Neg
ly,eg,-614,Neg
gt,hn,-615,Neg
bg,de,-621,Neg
no,ng,-624,Neg
om,qa,-635,Neg
tw,cn,-642,Neg
pl,gb,-648,Neg
sy,se,-648,Neg
ma,fr,-660,Neg
gb,ng,-665,Neg
in,ae,-666,Neg
np,au,-674,Neg
uz,ae,-692,Neg
am,de,-693,Neg
na,ao,-697,Neg
ps,sa,-702,Neg
md,gb,-718,Neg
hu,de,-725,Neg
ro,sa,-737,Neg
my,sg,-777,Neg
ph,ae,-783,Neg
ve,co,-783,Neg
pk,sa,-799,Neg
cu,uy,-804,Neg
is,za,-817,Neg
hr,ie,-831,Neg
kw,ae,-833,Neg
ba,de,-891,Neg
ua,pl,-910,Neg
lb,sa,-921,Neg
pt,gb,-950,Neg
ve,es,-993,Neg
sd,ae,-1006,Neg
jm,ca,-1008,Neg
sy,tr,-1023,Neg
ye,sa,-1027,Neg
lk,au,-1036,Neg
hr,de,-1063,Neg
ve,pa,-1065,Neg
md,ro,-1069,Neg
is,in,-1089,Neg
bh,ae,-1095,Neg
ir,ca,-1101,Neg
ci,fr,-1111,Neg
bj,fr,-1150,Neg
ve,cl,-1190,Neg
af,us,-1203,Neg
eg,ae,-1244,Neg
qa,ae,-1248,Neg
sy,de,-1273,Neg
bg,gb,-1299,Neg
hu,gb,-1313,Neg
is,zw,-1367,Neg
eg,sa,-1379,Neg
sy,ae,-1381,Neg
gr,gb,-1452,Neg
ro,gb,-1460,Neg
sk,cz,-1470,Neg
rw,cd,-1476,Neg
ps,ae,-1747,Neg
om,ae,-1864,Neg
tn,fr,-1898,Neg
pk,ae,-1913,Neg
cu,us,-2042,Neg
jo,sa,-2081,Neg
lb,ae,-2434,Neg
jo,ae,-2755,Neg
is,ng,-2867,Neg
sd,sa,-3067,Neg
pr,us,-3701,Neg
